date,product_id,product_name,category,store_location,units_sold,orders,price,revenue,stock_level,reorder_point
2026-03-02,P006,Handbag,Accessories,München,16,8,53.2,851.26,87,57
2026-03-02,P006,Handbag,Accessories,Berlin,12,7,81.9,982.84,98,57
2026-03-02,P007,Belt,Accessories,Düsseldorf,16,6,48.7,779.12,86,38
2026-03-02,P007,Belt,Accessories,Essen,23,10,20.18,464.04,85,47
2026-03-02,P007,Belt,Accessories,Köln,10,7,49.63,496.29,93,43
2026-03-02,P007,Belt,Accessories,München,14,6,87.79,1229.03,96,39
2026-03-02,P007,Belt,Accessories,Berlin,9,4,86.58,779.23,99,42
2026-03-02,P008,Winter Jacket,Outerwear,Düsseldorf,19,10,157.53,2993.03,45,51
2026-03-02,P008,Winter Jacket,Outerwear,Essen,17,8,185.21,3148.58,127,34
2026-03-02,P008,Winter Jacket,Outerwear,Köln,24,17,98.85,2372.4,87,59
2026-03-02,P008,Winter Jacket,Outerwear,München,27,12,106.01,2862.21,79,41
2026-03-02,P008,Winter Jacket,Outerwear,Berlin,13,8,125.91,1636.79,157,34
2026-03-02,P009,Blazer,Outerwear,Düsseldorf,23,9,197.17,4534.81,108,51
2026-03-02,P009,Blazer,Outerwear,Essen,20,11,121.86,2437.22,87,37
2026-03-02,P009,Blazer,Outerwear,Köln,33,18,124.06,4093.98,71,46
2026-03-02,P009,Blazer,Outerwear,München,13,6,100.47,1306.07,110,39
2026-03-02,P009,Blazer,Outerwear,Berlin,20,8,114.15,2283.08,96,44
2026-03-02,P010,Sports Hoodie,Sportswear,Düsseldorf,13,7,79.96,1039.46,103,54
2026-03-02,P010,Sports Hoodie,Sportswear,Essen,8,5,73.39,587.11,145,25
2026-03-02,P010,Sports Hoodie,Sportswear,Köln,14,7,119.45,1672.33,100,36
2026-03-02,P010,Sports Hoodie,Sportswear,München,15,9,111.28,1669.14,76,43
2026-03-02,P010,Sports Hoodie,Sportswear,Berlin,13,7,49.09,638.11,97,41
2026-03-03,P001,Basic T-Shirt,Clothing,Düsseldorf,9,5,49.65,446.83,91,33
2026-03-03,P001,Basic T-Shirt,Clothing,Essen,9,8,51.02,459.19,89,36
2026-03-03,P001,Basic T-Shirt,Clothing,Köln,15,7,30.83,462.47,108,42
2026-03-03,P001,Basic T-Shirt,Clothing,München,15,9,65.18,977.69,100,49
2026-03-03,P001,Basic T-Shirt,Clothing,Berlin,29,22,40.39,1171.4,108,25
2026-03-03,P002,Slim Jeans,Clothing,Düsseldorf,34,30,58.31,1982.43,65,53
2026-03-03,P002,Slim Jeans,Clothing,Essen,20,15,67.92,1358.33,103,34
2026-03-03,P002,Slim Jeans,Clothing,Köln,22,9,78.36,1723.86,109,34
2026-03-03,P002,Slim Jeans,Clothing,München,34,14,57.48,1954.16,53,56
2026-03-03,P002,Slim Jeans,Clothing,Berlin,11,5,77.48,852.32,103,53
2026-03-03,P003,Summer Dress,Clothing,Düsseldorf,19,9,60.98,1158.6,83,48
2026-03-03,P003,Summer Dress,Clothing,Essen,27,11,63.7,1719.83,69,29
2026-03-03,P003,Summer Dress,Clothing,Köln,15,10,36.41,546.12,144,45
2026-03-03,P003,Summer Dress,Clothing,München,18,9,78.69,1416.43,80,42
2026-03-03,P003,Summer Dress,Clothing,Berlin,20,8,23.19,463.76,141,40
2026-03-03,P004,Sneakers,Shoes,Düsseldorf,12,5,116.89,1402.68,116,59
2026-03-03,P004,Sneakers,Shoes,Essen,3,1,76.42,229.25,120,55
2026-03-03,P004,Sneakers,Shoes,Köln,12,7,132.75,1592.99,75,59
2026-03-03,P004,Sneakers,Shoes,München,2,1,117.93,235.86,139,59
2026-03-03,P004,Sneakers,Shoes,Berlin,18,7,107.18,1929.32,79,53
2026-03-03,P005,Leather Boots,Shoes,Düsseldorf,15,6,108.64,1629.6,121,37
2026-03-03,P005,Leather Boots,Shoes,Essen,20,14,135.23,2704.52,76,59
2026-03-03,P005,Leather Boots,Shoes,Köln,14,9,147.65,2067.11,120,39
2026-03-03,P005,Leather Boots,Shoes,München,20,9,99.08,1981.64,71,28
2026-03-03,P005,Leather Boots,Shoes,Berlin,29,14,55.92,1621.68,75,49
2026-03-03,P006,Handbag,Accessories,Düsseldorf,19,8,35.99,683.88,56,49
2026-03-03,P006,Handbag,Accessories,Essen,4,2,37.12,148.48,138,49
2026-03-03,P006,Handbag,Accessories,Köln,4,1,69.54,278.14,116,39
2026-03-03,P006,Handbag,Accessories,München,25,16,25.74,643.54,84,52
2026-03-03,P006,Handbag,Accessories,Berlin,17,7,75.27,1279.57,96,55
2026-03-03,P007,Belt,Accessories,Düsseldorf,18,10,35.51,639.2,112,50
2026-03-03,P007,Belt,Accessories,Essen,21,12,73.85,1550.8,53,28
2026-03-03,P007,Belt,Accessories,Köln,32,18,85.5,2735.91,63,27
2026-03-03,P007,Belt,Accessories,München,27,11,87.15,2353.14,87,38
2026-03-03,P007,Belt,Accessories,Berlin,30,19,97.45,2923.47,76,50
2026-03-03,P008,Winter Jacket,Outerwear,Düsseldorf,17,7,113.95,1937.2,72,49
2026-03-03,P008,Winter Jacket,Outerwear,Essen,23,17,179.39,4125.92,133,52
2026-03-03,P008,Winter Jacket,Outerwear,Köln,3,2,100.24,300.73,86,46
2026-03-03,P008,Winter Jacket,Outerwear,München,25,13,215.21,5380.14,93,53
2026-03-03,P008,Winter Jacket,Outerwear,Berlin,18,9,168.22,3028.02,42,59
2026-03-03,P009,Blazer,Outerwear,Düsseldorf,31,18,131.18,4066.54,88,48
2026-03-03,P009,Blazer,Outerwear,Essen,23,13,116.42,2677.7,102,45
2026-03-03,P009,Blazer,Outerwear,Köln,16,8,165.38,2646.15,102,43
2026-03-03,P009,Blazer,Outerwear,München,20,10,96.32,1926.35,67,57
2026-03-03,P009,Blazer,Outerwear,Berlin,8,3,89.78,718.22,99,57
2026-03-03,P010,Sports Hoodie,Sportswear,Düsseldorf,23,12,97.31,2238.07,77,55
2026-03-03,P010,Sports Hoodie,Sportswear,Essen,11,7,56.55,622.08,135,29
2026-03-03,P010,Sports Hoodie,Sportswear,Köln,17,8,91.13,1549.13,98,41
2026-03-03,P010,Sports Hoodie,Sportswear,München,10,5,69.36,693.59,90,49
2026-03-03,P010,Sports Hoodie,Sportswear,Berlin,24,20,107.56,2581.42,58,26
2026-03-04,P001,Basic T-Shirt,Clothing,Düsseldorf,22,12,56.58,1244.72,97,33
2026-03-04,P001,Basic T-Shirt,Clothing,Essen,31,21,45.42,1408.07,69,30
2026-03-04,P001,Basic T-Shirt,Clothing,Köln,3,1,79.09,237.28,111,42
2026-03-04,P001,Basic T-Shirt,Clothing,München,18,8,40.74,733.3,118,47
2026-03-04,P001,Basic T-Shirt,Clothing,Berlin,25,16,63.77,1594.19,96,31
2026-03-04,P002,Slim Jeans,Clothing,Düsseldorf,25,14,50.14,1253.47,80,43
2026-03-04,P002,Slim Jeans,Clothing,Essen,13,9,70.81,920.58,88,46
2026-03-04,P002,Slim Jeans,Clothing,Köln,21,15,51.16,1074.44,105,55
2026-03-04,P002,Slim Jeans,Clothing,München,28,19,59.82,1675.1,43,38
2026-03-04,P002,Slim Jeans,Clothing,Berlin,0,1,46.36,0.0,123,40
2026-03-04,P003,Summer Dress,Clothing,Düsseldorf,1,1,76.08,76.08,108,26
2026-03-04,P003,Summer Dress,Clothing,Essen,24,11,72.43,1738.39,98,45
2026-03-04,P003,Summer Dress,Clothing,Köln,29,21,67.22,1949.41,63,58
2026-03-04,P003,Summer Dress,Clothing,München,14,7,57.46,804.46,95,34
2026-03-04,P003,Summer Dress,Clothing,Berlin,1,1,76.6,76.6,140,25
2026-03-04,P004,Sneakers,Shoes,Düsseldorf,20,9,52.22,1044.41,92,54
2026-03-04,P004,Sneakers,Shoes,Essen,5,4,122.46,612.32,55,59
2026-03-04,P004,Sneakers,Shoes,Köln,34,30,99.84,3394.68,50,33
2026-03-04,P004,Sneakers,Shoes,München,25,10,75.55,1888.69,34,46
2026-03-04,P004,Sneakers,Shoes,Berlin,1,1,118.67,118.67,140,26
2026-03-04,P005,Leather Boots,Shoes,Düsseldorf,31,12,140.12,4343.72,104,40
2026-03-04,P005,Leather Boots,Shoes,Essen,24,12,137.71,3304.93,85,59
2026-03-04,P005,Leather Boots,Shoes,Köln,23,9,106.31,2445.07,109,25
2026-03-04,P005,Leather Boots,Shoes,München,23,18,131.58,3026.36,72,49
2026-03-04,P005,Leather Boots,Shoes,Berlin,14,8,136.36,1909.08,106,27
2026-03-04,P006,Handbag,Accessories,Düsseldorf,28,12,30.59,856.6,70,44
2026-03-04,P006,Handbag,Accessories,Essen,27,18,49.66,1340.89,79,58
2026-03-04,P006,Handbag,Accessories,Köln,19,11,45.34,861.47,68,51
2026-03-04,P006,Handbag,Accessories,München,23,11,39.42,906.57,48,30
2026-03-04,P006,Handbag,Accessories,Berlin,19,9,34.77,660.6,84,37
2026-03-04,P007,Belt,Accessories,Düsseldorf,15,12,30.41,456.12,110,54
2026-03-04,P007,Belt,Accessories,Essen,26,13,37.04,963.06,93,44
2026-03-04,P007,Belt,Accessories,Köln,18,14,37.91,682.34,70,57
2026-03-04,P007,Belt,Accessories,München,18,12,71.39,1285.02,109,55
2026-03-04,P007,Belt,Accessories,Berlin,14,7,84.99,1189.82,109,40
2026-03-04,P008,Winter Jacket,Outerwear,Düsseldorf,22,9,116.36,2559.86,78,37
2026-03-04,P008,Winter Jacket,Outerwear,Essen,24,14,142.8,3427.23,73,56
2026-03-04,P008,Winter Jacket,Outerwear,Köln,6,3,174.8,1048.78,99,46
2026-03-04,P008,Winter Jacket,Outerwear,München,29,11,187.43,5435.43,101,50
2026-03-04,P008,Winter Jacket,Outerwear,Berlin,30,18,129.72,3891.47,76,34
2026-03-04,P009,Blazer,Outerwear,Düsseldorf,19,10,91.23,1733.31,36,41
2026-03-04,P009,Blazer,Outerwear,Essen,25,17,171.24,4281.01,72,25
2026-03-04,P009,Blazer,Outerwear,Köln,7,3,111.09,777.61,148,45
2026-03-04,P009,Blazer,Outerwear,München,15,7,162.85,2442.68,87,46
2026-03-04,P009,Blazer,Outerwear,Berlin,14,5,106.28,1487.86,100,46
2026-03-04,P010,Sports Hoodie,Sportswear,Düsseldorf,16,10,54.91,878.61,113,41
2026-03-04,P010,Sports Hoodie,Sportswear,Essen,21,18,66.21,1390.4,45,42
2026-03-04,P010,Sports Hoodie,Sportswear,Köln,17,6,30.66,521.16,102,25
2026-03-04,P010,Sports Hoodie,Sportswear,München,33,19,113.07,3731.17,100,47
2026-03-04,P010,Sports Hoodie,Sportswear,Berlin,17,6,30.87,524.86,107,58
2026-03-05,P001,Basic T-Shirt,Clothing,Düsseldorf,11,4,59.27,651.96,77,48
2026-03-05,P001,Basic T-Shirt,Clothing,Essen,0,1,71.67,0.0,101,59
2026-03-05,P001,Basic T-Shirt,Clothing,Köln,0,1,37.05,0.0,113,42
2026-03-05,P001,Basic T-Shirt,Clothing,München,26,12,62.49,1624.72,61,45
2026-03-05,P001,Basic T-Shirt,Clothing,Berlin,31,23,59.1,1832.18,76,43
2026-03-05,P002,Slim Jeans,Clothing,Düsseldorf,7,4,25.34,177.4,172,37
2026-03-05,P002,Slim Jeans,Clothing,Essen,22,15,22.03,484.76,91,56
2026-03-05,P002,Slim Jeans,Clothing,Köln,32,20,62.51,2000.21,72,54
2026-03-05,P002,Slim Jeans,Clothing,München,20,12,45.99,919.74,91,36
2026-03-05,P002,Slim Jeans,Clothing,Berlin,26,22,39.96,1038.98,78,46
2026-03-05,P003,Summer Dress,Clothing,Düsseldorf,20,10,24.99,499.71,72,43
2026-03-05,P003,Summer Dress,Clothing,Essen,27,13,22.45,606.2,93,59
2026-03-05,P003,Summer Dress,Clothing,Köln,16,7,62.27,996.39,107,29
2026-03-05,P003,Summer Dress,Clothing,München,1,1,61.72,61.72,120,34
2026-03-05,P003,Summer Dress,Clothing,Berlin,4,2,57.85,231.39,109,58
2026-03-05,P004,Sneakers,Shoes,Düsseldorf,23,12,145.98,3357.61,106,25
2026-03-05,P004,Sneakers,Shoes,Essen,12,6,130.65,1567.78,75,34
2026-03-05,P004,Sneakers,Shoes,Köln,3,2,71.7,215.11,148,50
2026-03-05,P004,Sneakers,Shoes,München,16,6,62.58,1001.25,146,25
2026-03-05,P004,Sneakers,Shoes,Berlin,10,4,135.27,1352.68,125,47
2026-03-05,P005,Leather Boots,Shoes,Düsseldorf,3,2,72.34,217.03,104,57
2026-03-05,P005,Leather Boots,Shoes,Essen,23,18,115.19,2649.38,82,59
2026-03-05,P005,Leather Boots,Shoes,Köln,12,9,147.72,1772.61,108,34
2026-03-05,P005,Leather Boots,Shoes,München,6,3,149.4,896.39,129,43
2026-03-05,P005,Leather Boots,Shoes,Berlin,6,3,131.43,788.58,129,57
2026-03-05,P006,Handbag,Accessories,Düsseldorf,17,14,21.39,363.63,115,51
2026-03-05,P006,Handbag,Accessories,Essen,19,16,40.75,774.32,102,56
2026-03-05,P006,Handbag,Accessories,Köln,30,22,35.18,1055.27,90,43
2026-03-05,P006,Handbag,Accessories,München,27,12,24.43,659.63,54,28
2026-03-05,P006,Handbag,Accessories,Berlin,12,9,89.59,1075.08,94,33
2026-03-05,P007,Belt,Accessories,Düsseldorf,17,7,77.18,1312.03,122,46
2026-03-05,P007,Belt,Accessories,Essen,29,13,56.4,1635.64,84,52
2026-03-05,P007,Belt,Accessories,Köln,12,7,76.37,916.44,122,37
2026-03-05,P007,Belt,Accessories,München,15,12,43.14,647.03,122,54
2026-03-05,P007,Belt,Accessories,Berlin,23,18,44.2,1016.61,84,37
2026-03-05,P008,Winter Jacket,Outerwear,Düsseldorf,15,13,123.47,1852.01,105,55
2026-03-05,P008,Winter Jacket,Outerwear,Essen,19,9,201.55,3829.44,81,58
2026-03-05,P008,Winter Jacket,Outerwear,Köln,15,7,174.47,2617.02,83,44
2026-03-05,P008,Winter Jacket,Outerwear,München,23,15,98.83,2273.17,100,35
2026-03-05,P008,Winter Jacket,Outerwear,Berlin,3,2,121.11,363.33,105,47
2026-03-05,P009,Blazer,Outerwear,Düsseldorf,7,4,122.79,859.55,98,41
2026-03-05,P009,Blazer,Outerwear,Essen,8,4,123.98,991.81,113,52
2026-03-05,P009,Blazer,Outerwear,Köln,22,17,141.13,3104.87,81,29
2026-03-05,P009,Blazer,Outerwear,München,15,8,145.68,2185.19,136,40
2026-03-05,P009,Blazer,Outerwear,Berlin,15,9,133.34,2000.03,132,28
2026-03-05,P010,Sports Hoodie,Sportswear,Düsseldorf,28,22,86.31,2416.57,59,42
2026-03-05,P010,Sports Hoodie,Sportswear,Essen,16,6,102.31,1637.0,69,27
2026-03-05,P010,Sports Hoodie,Sportswear,Köln,12,5,74.38,892.61,105,39
2026-03-05,P010,Sports Hoodie,Sportswear,München,10,4,105.32,1053.24,100,50
2026-03-05,P010,Sports Hoodie,Sportswear,Berlin,17,7,107.6,1829.21,75,53
2026-03-06,P001,Basic T-Shirt,Clothing,Düsseldorf,14,12,52.75,738.47,90,25
2026-03-06,P001,Basic T-Shirt,Clothing,Essen,20,15,39.48,789.67,54,39
2026-03-06,P001,Basic T-Shirt,Clothing,Köln,25,10,28.75,718.79,83,54
2026-03-06,P001,Basic T-Shirt,Clothing,München,23,10,49.53,1139.14,61,37
2026-03-06,P001,Basic T-Shirt,Clothing,Berlin,12,5,74.87,898.45,109,36
2026-03-06,P002,Slim Jeans,Clothing,Düsseldorf,22,16,33.6,739.19,100,58
2026-03-06,P002,Slim Jeans,Clothing,Essen,16,6,53.83,861.25,139,29
2026-03-06,P002,Slim Jeans,Clothing,Köln,3,1,49.28,147.85,119,46
2026-03-06,P002,Slim Jeans,Clothing,München,25,11,33.28,832.02,63,51
2026-03-06,P002,Slim Jeans,Clothing,Berlin,23,18,60.86,1399.8,57,48
2026-03-06,P003,Summer Dress,Clothing,Düsseldorf,0,1,45.19,0.0,108,58
2026-03-06,P003,Summer Dress,Clothing,Essen,10,4,64.48,644.83,105,38
2026-03-06,P003,Summer Dress,Clothing,Köln,19,15,73.11,1389.14,132,31
2026-03-06,P003,Summer Dress,Clothing,München,16,9,24.28,388.54,95,26
2026-03-06,P003,Summer Dress,Clothing,Berlin,11,5,71.24,783.64,91,48
2026-03-06,P004,Sneakers,Shoes,Düsseldorf,3,2,54.56,163.68,142,25
2026-03-06,P004,Sneakers,Shoes,Essen,16,6,105.2,1683.19,77,50
2026-03-06,P004,Sneakers,Shoes,Köln,27,15,141.34,3816.17,104,39
2026-03-06,P004,Sneakers,Shoes,München,2,1,111.66,223.31,135,37
2026-03-06,P004,Sneakers,Shoes,Berlin,23,20,74.97,1724.38,96,55
2026-03-06,P005,Leather Boots,Shoes,Düsseldorf,11,8,54.89,603.79,108,58
2026-03-06,P005,Leather Boots,Shoes,Essen,23,11,54.14,1245.12,54,57
2026-03-06,P005,Leather Boots,Shoes,Köln,7,5,106.04,742.3,101,50
2026-03-06,P005,Leather Boots,Shoes,München,25,11,78.63,1965.63,91,30
2026-03-06,P005,Leather Boots,Shoes,Berlin,7,2,103.48,724.33,60,45
2026-03-06,P006,Handbag,Accessories,Düsseldorf,14,8,56.66,793.18,84,39
2026-03-06,P006,Handbag,Accessories,Essen,13,6,90.03,1170.4,84,26
2026-03-06,P006,Handbag,Accessories,Köln,10,6,84.51,845.09,140,26
2026-03-06,P006,Handbag,Accessories,München,20,17,19.12,382.49,63,44
2026-03-06,P006,Handbag,Accessories,Berlin,26,14,78.97,2053.32,30,49
2026-03-06,P007,Belt,Accessories,Düsseldorf,25,10,76.24,1906.02,89,41
2026-03-06,P007,Belt,Accessories,Essen,23,14,90.8,2088.47,69,44
2026-03-06,P007,Belt,Accessories,Köln,26,20,85.54,2223.96,116,50
2026-03-06,P007,Belt,Accessories,München,26,17,54.0,1404.04,58,49
2026-03-06,P007,Belt,Accessories,Berlin,11,5,86.18,948.0,108,37
2026-03-06,P008,Winter Jacket,Outerwear,Düsseldorf,4,1,104.04,416.17,87,27
2026-03-06,P008,Winter Jacket,Outerwear,Essen,21,9,174.77,3670.14,65,37
2026-03-06,P008,Winter Jacket,Outerwear,Köln,18,7,171.66,3089.93,101,27
2026-03-06,P008,Winter Jacket,Outerwear,München,17,6,185.46,3152.89,88,36
2026-03-06,P008,Winter Jacket,Outerwear,Berlin,28,14,163.17,4568.77,93,52
2026-03-06,P009,Blazer,Outerwear,Düsseldorf,14,7,92.92,1300.93,86,59
2026-03-06,P009,Blazer,Outerwear,Essen,14,5,209.84,2937.78,116,41
2026-03-06,P009,Blazer,Outerwear,Köln,2,1,133.44,266.88,121,38
2026-03-06,P009,Blazer,Outerwear,München,7,2,128.41,898.87,160,51
2026-03-06,P009,Blazer,Outerwear,Berlin,4,2,171.06,684.22,100,41
2026-03-06,P010,Sports Hoodie,Sportswear,Düsseldorf,11,7,95.86,1054.46,112,27
2026-03-06,P010,Sports Hoodie,Sportswear,Essen,20,8,60.0,1200.1,112,29
2026-03-06,P010,Sports Hoodie,Sportswear,Köln,22,9,114.75,2524.48,73,42
2026-03-06,P010,Sports Hoodie,Sportswear,München,13,6,90.05,1170.59,95,28
2026-03-06,P010,Sports Hoodie,Sportswear,Berlin,11,4,52.08,572.84,117,40
2026-03-07,P001,Basic T-Shirt,Clothing,Düsseldorf,27,16,57.77,1559.9,107,32
2026-03-07,P001,Basic T-Shirt,Clothing,Essen,3,2,71.67,215.01,103,26
2026-03-07,P001,Basic T-Shirt,Clothing,Köln,38,29,54.61,2075.25,37,40
2026-03-07,P001,Basic T-Shirt,Clothing,München,19,16,53.8,1022.17,102,31
2026-03-07,P001,Basic T-Shirt,Clothing,Berlin,13,11,39.76,516.83,85,45
2026-03-07,P002,Slim Jeans,Clothing,Düsseldorf,5,2,38.73,193.66,82,54
2026-03-07,P002,Slim Jeans,Clothing,Essen,3,1,44.9,134.7,133,47
2026-03-07,P002,Slim Jeans,Clothing,Köln,0,1,32.59,0.0,102,32
2026-03-07,P002,Slim Jeans,Clothing,München,14,9,79.0,1106.0,62,39
2026-03-07,P002,Slim Jeans,Clothing,Berlin,9,6,55.59,500.28,98,42
2026-03-07,P003,Summer Dress,Clothing,Düsseldorf,11,8,29.32,322.47,127,44
2026-03-07,P003,Summer Dress,Clothing,Essen,11,4,73.69,810.61,111,45
2026-03-07,P003,Summer Dress,Clothing,Köln,22,19,29.43,647.46,80,31
2026-03-07,P003,Summer Dress,Clothing,München,3,1,54.05,162.15,108,56
2026-03-07,P003,Summer Dress,Clothing,Berlin,11,7,22.56,248.11,83,31
2026-03-07,P004,Sneakers,Shoes,Düsseldorf,22,13,110.77,2436.95,120,55
2026-03-07,P004,Sneakers,Shoes,Essen,4,1,133.68,534.73,123,43
2026-03-07,P004,Sneakers,Shoes,Köln,26,17,113.94,2962.34,83,49
2026-03-07,P004,Sneakers,Shoes,München,0,1,95.76,0.0,135,57
2026-03-07,P004,Sneakers,Shoes,Berlin,4,1,137.15,548.6,72,33
2026-03-07,P005,Leather Boots,Shoes,Düsseldorf,30,12,127.62,3828.51,101,31
2026-03-07,P005,Leather Boots,Shoes,Essen,31,17,114.81,3559.18,99,34
2026-03-07,P005,Leather Boots,Shoes,Köln,22,13,102.56,2256.28,65,31
2026-03-07,P005,Leather Boots,Shoes,München,22,10,111.07,2443.57,108,33
2026-03-07,P005,Leather Boots,Shoes,Berlin,13,6,113.8,1479.44,94,44
2026-03-07,P006,Handbag,Accessories,Düsseldorf,14,6,44.35,620.87,104,38
2026-03-07,P006,Handbag,Accessories,Essen,24,10,64.26,1542.15,61,27
2026-03-07,P006,Handbag,Accessories,Köln,17,12,41.95,713.23,112,26
2026-03-07,P006,Handbag,Accessories,München,18,8,90.94,1636.99,75,26
2026-03-07,P006,Handbag,Accessories,Berlin,25,14,72.17,1804.13,59,29
2026-03-07,P007,Belt,Accessories,Düsseldorf,26,22,93.26,2424.82,76,28
2026-03-07,P007,Belt,Accessories,Essen,13,8,32.23,418.93,91,38
2026-03-07,P007,Belt,Accessories,Köln,2,1,49.96,99.92,111,25
2026-03-07,P007,Belt,Accessories,München,9,4,92.66,833.98,137,57
2026-03-07,P007,Belt,Accessories,Berlin,33,19,68.7,2267.13,72,25
2026-03-07,P008,Winter Jacket,Outerwear,Düsseldorf,22,17,203.73,4482.0,61,25
2026-03-07,P008,Winter Jacket,Outerwear,Essen,36,24,108.88,3919.59,95,58
2026-03-07,P008,Winter Jacket,Outerwear,Köln,13,6,197.01,2561.09,146,42
2026-03-07,P008,Winter Jacket,Outerwear,München,20,9,83.54,1670.84,80,56
2026-03-07,P008,Winter Jacket,Outerwear,Berlin,32,23,89.16,2853.14,54,40
2026-03-07,P009,Blazer,Outerwear,Düsseldorf,19,15,134.66,2558.63,80,48
2026-03-07,P009,Blazer,Outerwear,Essen,19,9,155.25,2949.72,48,39
2026-03-07,P009,Blazer,Outerwear,Köln,21,15,163.06,3424.27,125,50
2026-03-07,P009,Blazer,Outerwear,München,20,13,85.59,1711.74,90,31
2026-03-07,P009,Blazer,Outerwear,Berlin,12,5,185.3,2223.65,78,46
2026-03-07,P010,Sports Hoodie,Sportswear,Düsseldorf,16,8,82.56,1320.95,69,44
2026-03-07,P010,Sports Hoodie,Sportswear,Essen,28,14,63.72,1784.23,53,30
2026-03-07,P010,Sports Hoodie,Sportswear,Köln,23,15,60.28,1386.41,125,56
2026-03-07,P010,Sports Hoodie,Sportswear,München,16,7,73.1,1169.55,96,55
2026-03-07,P010,Sports Hoodie,Sportswear,Berlin,14,8,100.19,1402.64,112,47
2026-03-08,P001,Basic T-Shirt,Clothing,Düsseldorf,17,9,62.86,1068.7,123,40
2026-03-08,P001,Basic T-Shirt,Clothing,Essen,19,15,49.18,934.5,112,48
2026-03-08,P001,Basic T-Shirt,Clothing,Köln,16,6,67.3,1076.74,121,49
2026-03-08,P001,Basic T-Shirt,Clothing,München,5,2,44.16,220.81,117,53
2026-03-08,P001,Basic T-Shirt,Clothing,Berlin,6,3,44.99,269.96,86,41
2026-03-08,P002,Slim Jeans,Clothing,Düsseldorf,16,7,41.53,664.49,123,29
2026-03-08,P002,Slim Jeans,Clothing,Essen,20,10,75.83,1516.62,75,49
2026-03-08,P002,Slim Jeans,Clothing,Köln,17,9,30.78,523.2,97,26
2026-03-08,P002,Slim Jeans,Clothing,München,18,11,28.12,506.17,90,45
2026-03-08,P002,Slim Jeans,Clothing,Berlin,22,13,24.38,536.46,98,59
2026-03-08,P003,Summer Dress,Clothing,Düsseldorf,25,14,32.5,812.57,75,38
2026-03-08,P003,Summer Dress,Clothing,Essen,15,6,74.4,1115.93,107,44
2026-03-08,P003,Summer Dress,Clothing,Köln,7,4,36.91,258.34,108,44
2026-03-08,P003,Summer Dress,Clothing,München,9,4,57.75,519.79,92,50
2026-03-08,P003,Summer Dress,Clothing,Berlin,12,6,50.37,604.39,103,26
2026-03-08,P004,Sneakers,Shoes,Düsseldorf,14,9,84.69,1185.6,118,47
2026-03-08,P004,Sneakers,Shoes,Essen,9,5,68.46,616.14,127,28
2026-03-08,P004,Sneakers,Shoes,Köln,13,7,125.57,1632.47,146,45
2026-03-08,P004,Sneakers,Shoes,München,25,21,67.14,1678.43,63,42
2026-03-08,P004,Sneakers,Shoes,Berlin,31,24,79.05,2450.55,91,47
2026-03-08,P005,Leather Boots,Shoes,Düsseldorf,18,9,65.06,1171.04,163,35
2026-03-08,P005,Leather Boots,Shoes,Essen,20,16,119.56,2391.27,87,59
2026-03-08,P005,Leather Boots,Shoes,Köln,9,4,78.3,704.71,79,30
2026-03-08,P005,Leather Boots,Shoes,München,29,12,73.62,2135.0,86,25
2026-03-08,P005,Leather Boots,Shoes,Berlin,3,1,119.54,358.63,95,33
2026-03-08,P006,Handbag,Accessories,Düsseldorf,21,11,96.76,2031.98,94,58
2026-03-08,P006,Handbag,Accessories,Essen,9,6,89.72,807.45,52,49
2026-03-08,P006,Handbag,Accessories,Köln,23,10,86.05,1979.16,113,39
2026-03-08,P006,Handbag,Accessories,München,31,13,94.5,2929.49,84,45
2026-03-08,P006,Handbag,Accessories,Berlin,19,16,80.64,1532.23,93,58
2026-03-08,P007,Belt,Accessories,Düsseldorf,23,12,16.84,387.34,79,43
2026-03-08,P007,Belt,Accessories,Essen,16,10,71.03,1136.54,80,51
2026-03-08,P007,Belt,Accessories,Köln,32,22,30.61,979.47,48,55
2026-03-08,P007,Belt,Accessories,München,17,11,70.66,1201.16,76,51
2026-03-08,P007,Belt,Accessories,Berlin,14,6,28.48,398.76,96,32
2026-03-08,P008,Winter Jacket,Outerwear,Düsseldorf,21,12,112.18,2355.68,69,25
2026-03-08,P008,Winter Jacket,Outerwear,Essen,10,5,108.67,1086.74,97,37
2026-03-08,P008,Winter Jacket,Outerwear,Köln,22,14,97.85,2152.61,108,28
2026-03-08,P008,Winter Jacket,Outerwear,München,25,14,118.39,2959.81,100,46
2026-03-08,P008,Winter Jacket,Outerwear,Berlin,19,7,189.98,3609.58,45,52
2026-03-08,P009,Blazer,Outerwear,Düsseldorf,2,1,172.65,345.3,143,27
2026-03-08,P009,Blazer,Outerwear,Essen,5,3,105.38,526.89,166,52
2026-03-08,P009,Blazer,Outerwear,Köln,12,5,85.67,1028.02,110,44
2026-03-08,P009,Blazer,Outerwear,München,21,14,93.46,1962.66,40,30
2026-03-08,P009,Blazer,Outerwear,Berlin,6,2,212.8,1276.77,122,30
2026-03-08,P010,Sports Hoodie,Sportswear,Düsseldorf,29,11,37.42,1085.11,0,32
2026-03-08,P010,Sports Hoodie,Sportswear,Essen,32,20,116.3,3721.45,111,34
2026-03-08,P010,Sports Hoodie,Sportswear,Köln,32,13,88.01,2816.23,119,57
2026-03-08,P010,Sports Hoodie,Sportswear,München,6,2,118.8,712.78,88,42
